Year,Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,WPA,cWPA,OPP,,,,,,,
2003,Juan Rivera,4,6,0,1,1,0,0,1,1,1,0.167,0.286,0.333,0.619,0,0,0,-0.03,-0.012,Marlins,,,,,,,
2003,Mariano Rivera,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Marlins,,,,,,,
2003,Ruben Sierra,5,4,0,1,0,1,0,2,1,3,0.25,0.4,0.75,1.15,0,0,0,0.38,0.108,Marlins,,,,,,,
2003,Alfonso Soriano,6,22,2,5,0,0,1,2,2,9,0.227,0.292,0.364,0.655,1,1,0,-0.45,-0.142,Marlins,,,,,,,
2003,Jeff Weaver,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Marlins,,,,,,,
2003,David Wells,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Marlins,,,,,,,
2003,Bernie Williams,6,25,5,10,2,0,2,5,2,2,0.4,0.429,0.72,1.149,0,0,0,-0.13,-0.080,Marlins,,,,,,,
2003,Enrique Wilson,2,4,0,2,1,0,0,1,1,0,0.5,0.6,0.75,1.35,0,0,1,0.08,0.044,Marlins,,,,,,,
2009,Alfredo Aceves,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,Brian Bruney,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,A.J. Burnett,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.01,-0.002,Phillies,,,,,,,
2009,Melky Cabrera,4,13,1,2,0,0,0,0,0,3,0.154,0.154,0.154,0.308,0,0,0,-0.1,-0.037,Phillies,,,,,,,
2009,Robinson Cano,6,22,0,3,0,0,0,1,0,5,0.136,0.13,0.136,0.267,0,0,0,-0.41,-0.137,Phillies,,,,,,,
2009,Joba Chamberlain,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,Phil Coke,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,Johnny Damon,6,22,6,8,2,0,0,4,3,3,0.364,0.44,0.455,0.895,3,0,0,0.33,0.133,Phillies,,,,,,,
2009,Brett Gardner,5,10,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-0.14,-0.046,Phillies,,,,,,,
2009,Jerry Hairston,3,6,0,1,0,0,0,0,0,1,0.167,0.167,0.167,0.333,0,0,0,-0.05,-0.016,Phillies,,,,,,,
2009,Eric Hinske,1,0,1,0,0,0,0,0,1,0,,1,,,0,0,,0.01,0.003,Phillies,,,,,,,
2009,Phil Hughes,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,Derek Jeter,6,27,5,11,3,0,0,1,1,6,0.407,0.429,0.519,0.947,0,0,0,-0.05,0.025,Phillies,,,,,,,
2009,Damaso Marte,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,Hideki Matsui,6,13,3,8,1,0,3,8,1,3,0.615,0.643,1.385,2.027,0,0,,0.63,0.220,Phillies,,,,,,,
2009,Jose Molina,2,2,0,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,-0.01,0.000,Phillies,,,,,,,
2009,Andy Pettitte,2,3,1,1,0,0,0,1,0,1,0.333,0.333,0.333,0.667,0,0,0,0.1,0.034,Phillies,,,,,,,
2009,Jorge Posada,6,19,1,5,1,0,0,5,2,7,0.263,0.318,0.316,0.634,0,0,1,0.11,0.036,Phillies,,,,,,,
2009,Mariano Rivera,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,David Robertson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
2009,Alex Rodriguez,6,20,5,5,3,0,1,6,3,8,0.25,0.423,0.55,0.973,1,0,1,0.35,0.128,Phillies,,,,,,,
2009,CC Sabathia,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.09,-0.037,Phillies,,,,,,,
2009,Nick Swisher,5,15,3,2,1,0,1,1,4,4,0.133,0.316,0.4,0.716,0,0,0,0.04,0.022,Phillies,,,,,,,
2009,Mark Teixeira,6,22,5,3,1,0,1,3,2,8,0.136,0.296,0.318,0.614,0,0,0,-0.07,-0.010,Phillies,,,,,,,
